Timestamp,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh)
55:35.6,Autumn,18.56,68.82,1.61,987.95,39,0.15,13.11
55:35.6,Autumn,17.59,68.26,6.3,800.86,8,0.06,13.14
55:35.6,Autumn,17.25,42.93,2.54,200.21,8,0.11,7.8
55:35.6,Autumn,14.03,51.32,7.86,290.74,28,0.13,15.33
55:35.6,Autumn,14.11,49.61,13.37,973.97,9,0.12,6.94
55:35.6,Autumn,13.63,58.29,0.43,693.07,18,0.11,5.89
55:35.6,Autumn,12.76,50.36,2.58,731.46,23,0.07,13.91
55:35.6,Autumn,10.21,42.28,15.86,197.19,21,0.12,7.34
55:35.6,Autumn,14.21,63.29,14.18,112.93,21,0.08,15.22
55:35.6,Autumn,11.73,32,17.56,673.89,12,0.08,9.02
55:35.6,Autumn,14.88,39.08,10.31,505.26,108,0.17,12.21
55:35.6,Autumn,18.45,32.05,8.77,676.25,78,0.27,15.86
55:35.6,Autumn,14.1,69.84,15.89,270.92,179,0.25,17.56
55:35.6,Autumn,15.29,66.77,0.52,62.2,113,0.21,8.73
55:35.6,Autumn,15.87,40.18,3.18,615.85,70,0.21,11.68
55:35.6,Autumn,16.47,42.95,6.95,473.36,182,0.21,15.89
55:35.6,Autumn,11.76,56.63,3.16,7.82,164,0.26,11.34
55:35.6,Autumn,10.97,74.15,7.05,959.18,73,0.21,14.61
55:35.6,Autumn,17.06,45.84,17.84,384.73,178,0.12,15.26
55:35.6,Autumn,14.31,63.4,16.04,841.48,113,0.15,8.11
55:35.6,Autumn,11.02,31.66,4.24,87.84,71,0.1,16.82
55:35.6,Autumn,15.22,68.12,3.72,286.05,11,0.26,10.39
55:35.6,Autumn,12.92,41.58,15.4,336.33,18,0.14,9.49
55:35.6,Autumn,19.52,59.28,19.96,880.54,23,0.06,6.85
55:35.6,Autumn,18.56,69.33,12.05,305.89,17,0.12,13.41
55:35.6,Autumn,11.26,38.7,16.6,593.91,5,0.08,11.27
55:35.6,Autumn,19.99,53.17,3.39,868.82,14,0.06,11.8
55:35.6,Autumn,10.49,38.8,15.79,204.93,10,0.07,5.78
55:35.6,Autumn,18.26,47.76,7.18,69.79,16,0.07,10.06
55:35.6,Autumn,14.54,39.62,5.39,994.91,14,0.09,9.01
55:35.6,Autumn,19.15,71.81,9.88,347.65,30,0.13,14.9
55:35.6,Autumn,16.32,62.12,8.97,313.7,15,0.14,8.74
55:35.6,Autumn,13.89,33.34,15.43,848.55,16,0.14,11.97
55:35.6,Autumn,15.58,63.59,8.99,393,5,0.11,8.68
55:35.6,Autumn,12.8,54.12,14.01,527.42,102,0.22,11.49
55:35.6,Autumn,18.57,79.28,19.22,242.04,167,0.24,18.93
55:35.6,Autumn,16.91,69.18,7.56,244.11,194,0.18,10.27
55:35.6,Autumn,17.17,46.23,11.9,976.94,200,0.25,18.71
55:35.6,Autumn,14.18,78.86,12.43,496.9,100,0.22,15.7
55:35.6,Autumn,11.96,72.88,17.09,930.42,198,0.27,16.61
55:35.6,Autumn,19.98,32.07,15.09,983.59,101,0.14,12.72
55:35.6,Autumn,16.71,52.16,10.66,424.96,76,0.16,13.6
55:35.6,Autumn,13.42,32.4,8.16,151.4,117,0.21,16.13
55:35.6,Autumn,14.37,35.29,15.74,328.27,133,0.23,16.77
55:35.6,Autumn,11.41,72.93,16.17,185.03,128,0.27,14
55:35.6,Autumn,10.41,49.92,5.07,149.16,30,0.25,10.72
55:35.6,Autumn,18.09,30.54,6.1,614.75,20,0.24,13.5
55:35.6,Autumn,14.8,39.34,12.18,792.49,8,0.13,10.3
55:35.6,Autumn,11.04,61.9,1.13,170.03,15,0.12,6.69
55:35.6,Autumn,16.89,60.13,9.88,999.69,26,0.13,8.63
55:35.6,Autumn,14.01,70.57,2,462.77,13,0.12,9.19
55:35.6,Autumn,13.88,44.87,14.04,978.39,20,0.1,4.16
55:35.6,Autumn,19.75,57.79,9.96,251.78,5,0.12,6.85
55:35.6,Autumn,18.11,68.89,17.93,918.97,15,0.09,10.59
55:35.6,Autumn,18.69,79.47,17.87,860.51,19,0.12,14.34
55:35.6,Autumn,11.5,60.93,8.26,960.71,16,0.1,9.4
55:35.6,Autumn,11.37,75.89,10.84,952.23,29,0.08,7.8
55:35.6,Autumn,13.01,47.54,13.08,920.6,25,0.12,13.99
55:35.6,Autumn,12.79,58.6,5.52,409.52,73,0.24,8.11
55:35.6,Autumn,17.53,61.52,10.41,104.11,68,0.22,14.89
55:35.6,Autumn,15.69,49.69,7.33,116.65,121,0.17,16
55:35.6,Autumn,14.66,37.29,13.96,461.43,147,0.19,15.44
55:35.6,Autumn,11.6,76.91,12.82,913.62,96,0.25,8.47
55:35.6,Autumn,15.55,61.4,15.86,33.18,178,0.11,17.49
55:35.6,Autumn,18.44,77.31,0.07,937.85,66,0.11,10.16
55:35.6,Autumn,14.7,40.96,18.46,466.03,179,0.15,12.34
55:35.6,Autumn,12.35,68.51,6.8,832.19,195,0.15,12.65
55:35.6,Autumn,18.74,70.93,16.67,590.59,196,0.12,13.26
55:35.6,Autumn,17.93,69.38,9.52,738.16,119,0.2,12.67
55:35.6,Autumn,10.99,58.83,10.51,815.58,27,0.18,13.25
55:35.6,Autumn,14.7,45.34,9.55,927.58,28,0.22,12.35
55:35.6,Autumn,11.98,74.78,0.49,770.1,13,0.11,13.38
55:35.6,Autumn,15.49,75.22,5.78,191.23,8,0.15,10.79
55:35.6,Autumn,12.84,69.26,10.66,66.18,28,0.11,6.1
55:35.6,Autumn,19.64,49.2,0.14,862.36,21,0.08,12.6
55:35.6,Autumn,16.39,71.82,10.32,585.86,8,0.13,7.83
55:35.6,Autumn,11.47,78.36,9.72,392.42,27,0.09,7.58
55:35.6,Autumn,16.5,55.32,4.19,800.1,23,0.14,10.21
55:35.6,Autumn,11.48,55.79,5.22,89.69,16,0.13,8.72
55:35.6,Autumn,16.18,64.71,17.34,352.03,10,0.13,7.96
55:35.6,Autumn,13.78,58.4,16.06,291.16,12,0.07,7.14
55:35.6,Autumn,16.85,51.17,6.05,611.35,19,0.07,8.06
55:35.6,Autumn,18.8,43.41,15.92,230.67,109,0.28,7.72
55:35.6,Autumn,14.55,58.71,4.3,172.99,127,0.29,17.48
55:35.6,Autumn,10.04,51.45,2.34,256.55,154,0.19,18.42
55:35.6,Autumn,12.83,40.05,17.93,505.47,174,0.19,18.8
55:35.6,Autumn,10.43,42.52,14.98,800.29,187,0.22,13.18
55:35.6,Autumn,13.09,30.14,19.35,408.71,159,0.26,10.5
55:35.6,Autumn,13.22,78.72,18.46,256.26,90,0.22,14.74
55:35.6,Autumn,10.15,34.17,8.36,502.99,117,0.24,9.17
55:35.6,Autumn,16.1,40.8,10.8,193.96,172,0.26,14.46
55:35.6,Autumn,17.66,43.09,2.83,524.59,135,0.27,10.4
55:35.6,Autumn,11.26,56.12,11.42,406.79,102,0.19,10.69
55:35.6,Autumn,12.4,69.4,16.74,743.34,29,0.15,15.28
55:35.6,Autumn,14.37,60.12,9.8,626.11,12,0.22,9.75
55:35.6,Autumn,18.42,48.78,11.69,600.22,25,0.06,11.27
55:35.6,Autumn,14.26,49.19,15.06,294.36,16,0.09,10.3
55:35.6,Autumn,13.52,72.79,19.56,870.21,9,0.07,9.96
55:35.6,Autumn,18.49,39.56,16.42,160.42,16,0.06,14.47
55:35.6,Autumn,10.84,38,2.34,455.71,19,0.07,9.29
55:35.6,Autumn,15.71,40.81,10.91,565.97,5,0.11,11.4
55:35.6,Autumn,15.5,51.54,16.36,52.44,13,0.08,13.65
55:35.6,Autumn,15.1,42.96,17.74,99.09,29,0.14,11.94
55:35.6,Autumn,12.59,33.1,11.75,674.23,14,0.07,12.51
55:35.6,Autumn,12.38,67.97,8.36,94.1,17,0.12,6.89
55:35.6,Autumn,14.17,64.56,12.01,701.62,10,0.15,10.89
55:35.6,Autumn,13.94,79.82,12.57,228.96,185,0.25,12.38
55:35.6,Autumn,12.35,56.48,19.05,751.06,124,0.18,15.91
55:35.6,Autumn,14.69,53.67,18.99,967.03,121,0.22,10.31
55:35.6,Autumn,19.38,60.74,4.54,661.15,127,0.1,9.74
55:35.6,Autumn,16.8,45.2,2.36,111.85,178,0.25,14.59
55:35.6,Autumn,12.68,49.53,5.42,871.38,199,0.11,8.43
55:35.6,Autumn,14.12,47.34,12.31,508.05,111,0.26,9.35
55:35.6,Autumn,10.79,55.3,7.07,924.4,116,0.2,14.29
55:35.6,Autumn,10.86,61.12,0.99,330.89,92,0.22,12.66
55:35.6,Autumn,10.17,68.31,19.74,908.13,145,0.26,17.47
55:35.6,Autumn,12.9,30.69,10.44,279.58,94,0.11,16.5
55:35.6,Autumn,18.42,45.64,10.48,464.32,11,0.15,10.39
55:35.6,Autumn,18.95,65.54,10.51,411.52,28,0.28,14.01
55:35.6,Autumn,11.94,51.01,2.25,941.76,26,0.06,11.15
55:35.6,Autumn,14.62,46.51,16.35,836.01,28,0.12,8.53
55:35.6,Autumn,12.86,33.22,4.55,64.13,22,0.06,7.56
55:35.6,Autumn,16.04,44.64,7.78,590.35,15,0.11,12.51
55:35.6,Autumn,15.56,53.68,1.23,647.83,40,0.15,7.6
55:35.6,Autumn,15.41,47.1,0.35,462.62,20,0.07,5.15
55:35.6,Autumn,10.67,75.81,13.98,430.28,41,0.06,9.66
55:35.6,Autumn,12.09,44.65,10.12,98.13,33,0.07,14.67
55:35.6,Autumn,16.38,59.89,11.44,101.2,41,0.15,12.8
55:35.6,Autumn,13.01,41.15,18.53,996.85,21,0.11,9.45
55:35.6,Autumn,15.25,54.69,8.3,886.73,39,0.12,12.23
55:35.6,Autumn,13.37,38.86,12.49,336.96,50,0.3,10.35
55:35.6,Autumn,14.81,67.85,18.97,664.03,39,0.11,15.34
55:35.6,Autumn,14.44,65.57,3.31,549.14,48,0.24,14.97
55:35.6,Autumn,12.07,54.24,9.73,926.26,11,0.26,11.92
55:35.6,Autumn,13.13,67.34,6.13,937.59,43,0.25,4.92
55:35.6,Autumn,12.29,37.29,12.13,542.03,35,0.18,9.39
55:35.6,Autumn,10.75,72.58,6.2,488.87,26,0.12,8.94
55:35.6,Autumn,12.15,68.87,12.68,996.66,14,0.2,12.46
55:35.6,Autumn,15.29,47.46,6.92,948.65,41,0.18,10.69
55:35.6,Autumn,15.25,37.97,2.25,909.12,41,0.17,9.14
55:35.6,Autumn,14.67,60.33,2.7,634.27,37,0.15,9.21
55:35.6,Autumn,11.18,50.36,13.99,92.78,45,0.27,10.63
55:35.6,Autumn,12.45,57.98,1.9,487.87,20,0.19,13.44
55:35.6,Autumn,13.9,75.87,11.12,268.9,24,0.06,15.12
55:35.6,Autumn,19.46,33.34,2.33,570.1,14,0.11,11.11
55:35.6,Autumn,15.09,77.8,10.8,477.77,15,0.09,13.06
55:35.6,Autumn,18.89,62.26,5.47,197.32,16,0.1,6.71
55:35.6,Autumn,10.81,35.02,4.31,428.72,32,0.1,6.47
55:35.6,Autumn,14.88,59.41,10.84,944,20,0.15,9.47
55:35.6,Autumn,14.25,64.92,19.28,668.26,30,0.07,8.47
55:35.6,Autumn,15.9,41.23,10.6,409.53,13,0.11,15.98
55:35.6,Autumn,10.86,59.95,1.05,92.1,43,0.1,11.81
55:35.6,Autumn,18.15,45.38,15.56,519.24,36,0.11,15.15
55:35.6,Autumn,14.81,68.4,17.73,770.73,30,0.06,5.06
55:35.6,Autumn,12.42,53.71,14.19,986.42,45,0.1,10.15
55:35.6,Autumn,14.66,61.87,6.17,562.28,45,0.24,5.89
55:35.6,Autumn,18.55,76.17,11.98,112.82,28,0.17,10
55:35.6,Autumn,12.91,46.55,2.59,612.04,27,0.22,5.67
55:35.6,Autumn,15.05,35.19,0.9,877.06,10,0.23,13.71
55:35.6,Autumn,14.52,66.4,17.31,22.08,50,0.13,7.72
55:35.6,Autumn,17.21,76.59,17.39,760.43,16,0.21,4.74
55:35.6,Autumn,12.23,59.89,16.37,334.88,34,0.27,12.78
55:35.6,Autumn,12.53,72.01,19.39,439.97,15,0.13,8.23
55:35.6,Autumn,17.64,57.43,18.35,52.95,47,0.23,14.24
55:35.6,Autumn,12.31,66.56,1.81,35.62,16,0.27,11.55
55:35.6,Autumn,18.82,60.91,1.09,530.02,26,0.21,6.54
55:35.6,Autumn,17.18,60.22,6.25,65.04,35,0.24,11.08
55:35.6,Autumn,18.62,40.54,1.53,889.41,19,0.14,9.38
55:35.6,Autumn,10.01,65.34,15.09,418.21,38,0.07,8.74
55:35.6,Autumn,15.91,79.23,5.92,438.83,39,0.08,11.7
55:35.6,Autumn,12.74,42.32,9.99,962.95,15,0.09,8.11
55:35.6,Autumn,14.18,45.29,14.71,88.93,8,0.09,16.1
55:35.6,Autumn,10.23,53.95,10.25,60.78,16,0.11,13.09
55:35.6,Autumn,14.88,48.2,7.21,270.85,6,0.11,9.16
55:35.6,Autumn,18,43.12,13.92,411.79,15,0.09,15.2
55:35.6,Autumn,16.59,78.31,15.86,185.31,28,0.14,14.11
55:35.6,Autumn,17.82,49.35,13.75,147.56,21,0.07,16.19
55:35.6,Autumn,13.92,72.89,16.37,354.62,21,0.1,12.54
55:35.6,Autumn,18.65,44.65,3.23,76.67,102,0.28,17.71
55:35.6,Autumn,18.9,71.97,16.55,485.85,140,0.14,15.09
55:35.6,Autumn,15.34,36.71,8.19,629.31,56,0.23,10.59
55:35.6,Autumn,13.64,40.84,9.87,30.71,120,0.16,16.34
55:35.6,Autumn,11.71,73.43,19.34,821.25,143,0.19,10.94
55:35.6,Autumn,15.07,53.12,6.52,660.65,53,0.29,10.71
55:35.6,Autumn,17.02,75.93,3.88,63.58,198,0.23,20.44
55:35.6,Autumn,11.25,42.07,19.02,306.69,93,0.19,14.14
55:35.6,Autumn,13.83,57.38,5.98,518.46,78,0.16,7.01
55:35.6,Autumn,17.12,41.03,13.38,61.48,168,0.21,14.99
55:35.6,Autumn,14.76,74.49,15.47,601.35,161,0.11,17.22
55:35.6,Autumn,18.07,35.96,18.45,330.5,19,0.27,10.99
55:35.6,Autumn,18.95,62.41,2.62,420.18,14,0.23,12.63
55:35.6,Autumn,17.97,54.73,2.07,68.22,5,0.05,6.19
55:35.6,Autumn,14.92,57.91,10.97,591,18,0.15,9.67
55:35.6,Autumn,17.36,69.16,13.97,492.3,23,0.14,13.34
55:35.6,Autumn,17.58,69.05,9.15,469.65,24,0.14,12.76
55:35.6,Autumn,15.34,74.41,13.15,75.85,20,0.14,7.71
55:35.6,Autumn,12.97,32.11,2.99,17.49,30,0.08,9.22
55:35.6,Autumn,13.7,65.65,19.53,842.75,12,0.14,8.52
55:35.6,Autumn,15.45,64.69,17.35,534.25,7,0.09,8.44
55:35.6,Autumn,14.4,36.67,1.93,55.3,23,0.09,11.21
55:35.6,Autumn,14.55,48.23,14.99,152.11,20,0.14,11.58
55:35.6,Autumn,17.15,77.19,19.28,147.37,11,0.12,14.92
55:35.6,Autumn,15.5,49.05,3.96,232.83,153,0.19,16.2
55:35.6,Autumn,12.67,43.44,3.53,92.99,74,0.11,12.04
55:35.6,Autumn,19.29,49.54,8.05,281.38,189,0.11,13.68
55:35.6,Autumn,18.84,45.68,4.43,106.35,129,0.3,11.82
55:35.6,Autumn,11.75,74.55,18.04,688.49,175,0.25,13.97
55:35.6,Autumn,14.04,44.31,16.14,152.01,177,0.3,15.92
55:35.6,Autumn,15.77,72.09,1.07,886.37,133,0.18,12.35
55:35.6,Autumn,17.07,33.89,6.57,150.73,90,0.15,17.09
55:35.6,Autumn,10.62,58.43,3.02,484.91,136,0.27,16.16
55:35.6,Autumn,18.55,38.64,12.4,892.97,148,0.18,15.94
55:35.6,Autumn,13.38,49.14,2.6,887.46,113,0.15,9.8
55:35.6,Autumn,14.46,35.29,12.61,650.88,28,0.18,15.77
55:35.6,Autumn,12.97,79.52,1.23,932.01,23,0.25,10.84
55:35.6,Autumn,19.66,47.11,16.1,794.27,24,0.14,14.86
55:35.6,Autumn,13.43,56.8,5.09,706.44,30,0.08,9.79
55:35.6,Autumn,11.16,76.55,15.36,392.64,9,0.05,7.5
55:35.6,Autumn,15.1,35.08,14.96,406.01,10,0.08,11.13
55:35.6,Autumn,12.62,45.98,8.65,830.5,22,0.07,4.79
55:35.6,Autumn,14.65,62.12,16.2,154.46,23,0.11,10.55
55:35.6,Autumn,12.71,69.07,13.42,216.76,13,0.11,14.26
55:35.6,Autumn,12.58,55.03,0.64,271.47,11,0.08,15.82
55:35.6,Autumn,16.95,35.48,11.55,795.72,29,0.05,14.46
55:35.6,Autumn,14.03,47.93,19.63,917.56,26,0.13,13.62
55:35.6,Autumn,19.81,78.98,6.73,511.23,14,0.06,8.89
55:35.6,Autumn,18.87,63.49,3.26,210.99,166,0.16,18.19
55:35.6,Autumn,18.53,78.8,13.84,512.65,197,0.25,10.44
55:35.6,Autumn,10.8,36.13,18.97,763,154,0.16,16.55
55:35.6,Autumn,14.39,68.34,7,136.72,142,0.12,8.78
55:35.6,Autumn,11.17,46.21,4.3,639.14,111,0.15,11.25
55:35.6,Autumn,12.58,57.79,6.12,427.61,154,0.19,8.71
55:35.6,Autumn,16.54,33.99,16.39,905.1,131,0.24,14.76
55:35.6,Autumn,14.52,61.42,12.25,364.06,171,0.12,14.31
55:35.6,Autumn,14.89,51.52,0.12,754.59,81,0.29,5.95
55:35.6,Autumn,15.49,56.73,7.79,663.72,150,0.11,10.52
55:35.6,Autumn,11.2,67.15,17.22,310.12,71,0.13,16.51
55:35.6,Autumn,11.81,69,11.64,311.82,6,0.12,11.56
55:35.6,Autumn,11.46,49.96,0.27,151.02,16,0.19,11.09
55:35.6,Autumn,18.56,65,11.98,972.25,22,0.11,12.41
55:35.6,Autumn,17.21,68.68,14.85,623.6,19,0.13,11.65
55:35.6,Autumn,10.73,55.96,0.63,103.34,21,0.13,13.88
55:35.6,Autumn,12.9,47.15,14.89,893.46,16,0.06,9.68
55:35.6,Autumn,13.08,71.09,11.26,289.69,10,0.1,6.41
55:35.6,Autumn,18.12,57.42,17.06,320.31,27,0.11,6.47
55:35.6,Autumn,11.56,40.91,14.9,738.88,9,0.09,6.39
55:35.6,Autumn,16.1,34.52,15.61,704.8,13,0.11,9.28
55:35.6,Autumn,11.17,62.98,7.71,304.75,18,0.15,11.08
55:35.6,Autumn,15.89,63.69,1.2,226.89,14,0.08,9.13
55:35.6,Autumn,10.07,32.57,10.18,36.53,14,0.07,13.48
55:35.6,Autumn,19.3,79.35,10.57,578.52,179,0.11,9.12
55:35.6,Autumn,17.5,73.98,18.9,630.13,97,0.11,14.94
55:35.6,Autumn,13.26,54.98,16.36,839.07,124,0.15,10.56
55:35.6,Autumn,12.4,35.4,10.62,454.97,134,0.28,12.76
55:35.6,Autumn,19.35,42.89,1.38,79.13,71,0.29,16.5
55:35.6,Autumn,13.35,31.49,16.44,316.11,172,0.14,15.92
55:35.6,Autumn,11.4,49.3,15.98,362.05,164,0.22,16.22
55:35.6,Autumn,12.99,61.2,14.76,946.48,74,0.27,5.71
55:35.6,Autumn,19.11,58.5,9.97,103.93,134,0.3,9.29
55:35.6,Autumn,16.1,56.71,19.35,367.86,61,0.12,9.44
55:35.6,Autumn,17.88,58.05,15.88,29.27,80,0.21,14.11
55:35.6,Autumn,18.75,54.3,9.4,801.05,18,0.14,12.54
55:35.6,Autumn,17.46,35.44,10.06,541.97,14,0.24,9.94
55:35.6,Autumn,11.64,74.53,10.23,513.25,27,0.14,12.24
55:35.6,Autumn,18.96,57.24,15.57,867.3,5,0.1,11.53
55:35.6,Autumn,14.51,33.51,11.74,641.27,26,0.08,11.05
55:35.6,Autumn,10.96,40.36,14.62,622.08,19,0.14,10.5
55:35.6,Autumn,16.03,77.35,14.73,564.25,10,0.14,8.35
55:35.6,Autumn,16.54,51.3,1.97,302.82,17,0.06,8
55:35.6,Autumn,14.08,45.35,8.45,199.22,8,0.07,12.95
55:35.6,Autumn,18.55,40.3,17.8,882.45,27,0.13,5.05
55:35.6,Autumn,13.68,59.47,11.12,619.3,10,0.12,10.48
55:35.6,Autumn,10.67,74.07,0.65,344.56,8,0.1,13.29
55:35.6,Autumn,11.17,56.16,8.62,519.51,20,0.05,13
55:35.6,Autumn,16.86,45.31,11.57,239.5,70,0.18,10.17
55:35.6,Autumn,13.49,57.21,0.79,607.99,152,0.1,12.89
55:35.6,Autumn,11.95,79.41,13.05,634.23,84,0.25,15.88
55:35.6,Autumn,12.49,50,19.39,124.07,73,0.26,7.6
55:35.6,Autumn,11.69,64.16,19.41,714.32,66,0.23,13.16
55:35.6,Autumn,15.8,62.48,10.68,33.05,71,0.27,15.08
55:35.6,Autumn,15.45,36.58,9.19,101.73,62,0.21,16.15
55:35.6,Autumn,11.04,45.11,15.39,613.03,108,0.3,8.5
55:35.6,Autumn,18.48,39.86,6.3,778.04,79,0.13,9.32
55:35.6,Autumn,19.59,43.38,5.11,351.47,183,0.12,12.62
55:35.6,Autumn,19.57,53.07,4.73,56.74,87,0.13,11.24
55:35.6,Autumn,18.08,76.77,13.68,412.3,8,0.18,5.25
55:35.6,Autumn,16.66,49.8,3.6,590.04,18,0.27,8.89
55:35.6,Autumn,15.61,40.8,15.39,105.48,18,0.06,8.73
55:35.6,Autumn,12.29,76.9,18.05,595.92,19,0.1,9.77
55:35.6,Autumn,18.53,68.16,19.86,621.58,20,0.1,13.12
55:35.6,Autumn,14.25,69.88,12.81,155.05,26,0.1,8.89
55:35.6,Autumn,10.16,61.93,19.76,148.09,25,0.05,10.96
55:35.6,Autumn,12.48,44.44,9.85,655.2,36,0.06,13.72
55:35.6,Autumn,12.69,70.83,10.83,940.14,11,0.06,12.18
55:35.6,Autumn,10.59,68.97,7.28,660.43,14,0.09,7.33
55:35.6,Autumn,11.25,43.15,8.44,640.24,36,0.05,8.02
55:35.6,Autumn,15.3,51.4,10.61,343.96,21,0.1,8.55
55:35.6,Autumn,14.68,35.71,4,415.28,38,0.13,10.74
55:35.6,Autumn,11.34,68.28,18.71,867.41,31,0.24,7.75
55:35.6,Autumn,14.4,35.83,18.73,275.33,10,0.15,12.15
55:35.6,Autumn,19.54,72.72,14.6,812.37,33,0.14,13.91
55:35.6,Autumn,16.44,49.5,15.33,996.63,41,0.29,6.02
55:35.6,Autumn,10.16,70.19,0.06,453.14,29,0.28,8.8
55:35.6,Autumn,14.13,57.91,7.64,264.39,39,0.13,7.69
55:35.6,Autumn,19.37,48.16,1.69,990.59,21,0.16,8.72
55:35.6,Autumn,15.84,46.88,19.24,182.14,16,0.13,14.01
55:35.6,Autumn,13.08,63.37,3.97,320.75,48,0.18,7.01
55:35.6,Autumn,17.72,71.8,13.77,760.75,11,0.22,10.84
55:35.6,Autumn,12.94,41.74,5.5,989.59,15,0.13,14.67
55:35.6,Autumn,16.67,59.56,11.63,151.38,43,0.16,7.1
55:35.6,Autumn,14.11,67.62,2.22,433.99,18,0.1,11.81
55:35.6,Autumn,14.96,78.01,19.69,215.96,23,0.06,14.06
55:35.6,Autumn,16.18,47.36,1.11,762.73,20,0.13,12.35
55:35.6,Autumn,16.93,51.08,7.61,237.34,30,0.09,16.61
55:35.6,Autumn,14.74,48.7,16.1,546.39,31,0.13,7.96
55:35.6,Autumn,19.97,76.81,12.92,20.99,41,0.14,12.68
55:35.6,Autumn,18.82,63.63,9.74,14.7,43,0.12,12.15
55:35.6,Autumn,17.73,47.08,6.75,443.76,41,0.13,6.95
55:35.6,Autumn,13.4,41.34,13.23,608.36,36,0.09,13.68
55:35.6,Autumn,12.39,51.49,1.81,246.47,49,0.14,16.89
55:35.6,Autumn,11.86,37.49,12.15,500.75,48,0.14,9.94
55:35.6,Autumn,11.01,39.81,16.96,469.25,7,0.08,10.11
55:35.6,Autumn,19.81,53.78,17.12,929.78,10,0.13,12.99
55:35.6,Autumn,15.39,58.83,3.93,33.1,45,0.13,11.11
55:35.6,Autumn,14.61,54.65,6.53,259.3,28,0.22,8.72
55:35.6,Autumn,12.36,33.77,5.73,65.35,45,0.11,10.29
55:35.6,Autumn,10.75,35.29,16.35,289.36,39,0.17,8.31
55:35.6,Autumn,12.45,33.37,12.17,838.02,23,0.21,13.68
55:35.6,Autumn,14.78,44.84,11.34,281.96,23,0.14,8.79
55:35.6,Autumn,11.86,45.2,8.58,53.6,36,0.22,8.9
55:35.6,Autumn,13.66,35.7,7.21,305.31,43,0.24,10.48
55:35.6,Autumn,19.17,79.22,11.27,241.43,44,0.11,17.02
55:35.6,Autumn,12.16,65.62,18.59,721.46,5,0.23,13.78
55:35.6,Autumn,12.31,65.86,14.55,259.32,24,0.18,13.86
55:35.6,Autumn,12.33,62.13,10.41,779.23,35,0.15,9.7
55:35.6,Autumn,10.85,49.97,13.59,826.65,28,0.12,10.95
55:35.6,Autumn,11.44,38.07,18.56,84.8,49,0.06,14.78
55:35.6,Autumn,19.4,43.02,2.46,432.56,37,0.14,9.04
55:35.6,Autumn,15.13,45.47,19.61,932.94,17,0.06,9.21
55:35.6,Autumn,15.08,57.06,8.5,220.26,17,0.11,10.45
55:35.6,Autumn,13.46,71.14,19.7,51.58,25,0.14,12.17
55:35.6,Autumn,13.9,69.55,14.94,879.79,13,0.09,9.48
55:35.6,Autumn,15.03,61.4,10.84,670.76,25,0.06,9.65
55:35.6,Autumn,14.8,42.06,13.44,313.99,10,0.15,12.98
55:35.6,Autumn,11.94,71.6,5.26,686.81,8,0.09,8.96
55:35.6,Autumn,17.42,40.4,14.24,508.47,7,0.08,10.38
55:35.6,Autumn,14.18,30.74,19.69,193.57,173,0.11,16
55:35.6,Autumn,10.39,34.94,17.84,895.6,140,0.3,10.72
55:35.6,Autumn,13.67,59.33,7.37,818.3,124,0.25,14.86
55:35.6,Autumn,13.85,33.9,13.77,689.15,53,0.18,9.39
55:35.6,Autumn,15.7,55.22,8.14,131.58,100,0.16,13.93
55:35.6,Autumn,11.68,62.84,8.04,385.34,101,0.21,11.58
55:35.6,Autumn,10.9,62.06,0.18,815.33,57,0.29,9.89
55:35.6,Autumn,13.95,46.69,9.01,322.95,159,0.16,15.83
55:35.6,Autumn,14.4,70.72,1.14,568.75,50,0.22,6.86
55:35.6,Autumn,15.07,51.89,1.3,252.3,88,0.21,10.62
55:35.6,Autumn,14.93,77.36,4.27,931.24,183,0.21,15.31
55:35.6,Autumn,18.92,55.06,13.62,374.95,17,0.13,11.04
55:35.6,Autumn,17.3,77.31,18.27,813.48,21,0.27,7.84
55:35.6,Autumn,14.52,43.12,6.89,872.8,9,0.09,6.26
55:35.6,Autumn,13.57,57.4,12.82,867.66,28,0.13,5.72
55:35.6,Autumn,16.3,63.12,15.47,41.03,20,0.05,10.82
55:35.6,Autumn,14.09,51.34,11.08,653.01,17,0.09,10.63
55:35.6,Autumn,15.52,48.12,18.16,591.61,6,0.09,13.46
55:35.6,Autumn,13.08,38.21,13.9,240.08,20,0.09,6.08
55:35.6,Autumn,11.64,34.63,0.9,442.85,27,0.12,14.34
55:35.6,Autumn,13.95,43.31,17.34,6.47,23,0.07,10.79
55:35.6,Autumn,12.11,44.61,15.29,964.52,11,0.07,4.42
55:35.6,Autumn,18.04,58.6,11.3,383.45,16,0.06,5.91
55:35.6,Autumn,14.57,36.59,1.45,941.2,17,0.07,13.04
55:35.6,Autumn,11.57,61.34,6.98,964.75,179,0.24,10.71
55:35.6,Autumn,14.45,73.19,10.24,801.11,166,0.19,17.98
55:35.6,Autumn,14.4,33.18,4.12,838.56,139,0.21,14.34
55:35.6,Autumn,17.95,48.99,1.13,205.06,82,0.28,9.1
55:35.6,Autumn,16.85,63.61,5.99,834.83,188,0.29,9.01
55:35.6,Autumn,15.09,38.82,9.55,563.23,155,0.19,11.12
55:35.6,Autumn,14.48,69.71,10.64,733.8,51,0.24,13.79
